trial,cued,response,group,PID
20,sadness,attention,Control,sub31
21,calming,calming,Control,sub31
22,gratitude,attention,Control,sub31
23,attention,attention,Control,sub31
24,love,calming,Control,sub31
25,gratitude,attention,Control,sub31
26,love,love,Control,sub31
27,sadness,calming,Control,sub31
28,happiness,calming,Control,sub31
29,attention,attention,Control,sub31
30,calming,love,Control,sub31
31,love,love,Control,sub31
32,gratitude,attention,Control,sub31
33,calming,calming,Control,sub31
34,sadness,calming,Control,sub31
35,happiness,happiness,Control,sub31
36,attention,attention,Control,sub31
37,attention,attention,Control,sub31
38,calming,calming,Control,sub31
39,sadness,calming,Control,sub31
40,gratitude,attention,Control,sub31
41,happiness,love,Control,sub31
42,love,love,Control,sub31
43,gratitude,attention,Control,sub31
44,attention,attention,Control,sub31
45,sadness,calming,Control,sub31
46,calming,calming,Control,sub31
47,happiness,calming,Control,sub31
48,love,love,Control,sub31
49,love,love,Control,sub31
50,attention,attention,Control,sub31
51,gratitude,attention,Control,sub31
52,sadness,calming,Control,sub31
53,calming,calming,Control,sub31
54,happiness,calming,Control,sub31
55,happiness,calming,Control,sub31
56,gratitude,attention,Control,sub31
57,sadness,love,Control,sub31
58,calming,calming,Control,sub31
59,attention,attention,Control,sub31
60,love,love,Control,sub31
1,attention,attention,Control,sub32
2,calming,calming,Control,sub32
3,sadness,sadness,Control,sub32
4,happiness,happiness,Control,sub32
5,gratitude,gratitude,Control,sub32
6,love,love,Control,sub32
7,love,love,Control,sub32
8,attention,attention,Control,sub32
9,happiness,happiness,Control,sub32
10,gratitude,gratitude,Control,sub32
11,sadness,sadness,Control,sub32
12,calming,calming,Control,sub32
13,happiness,happiness,Control,sub32
14,calming,calming,Control,sub32
15,attention,attention,Control,sub32
16,gratitude,gratitude,Control,sub32
17,love,love,Control,sub32
18,sadness,sadness,Control,sub32
19,gratitude,gratitude,Control,sub32
20,calming,calming,Control,sub32
21,sadness,sadness,Control,sub32
22,attention,attention,Control,sub32
23,happiness,happiness,Control,sub32
24,love,love,Control,sub32
25,gratitude,gratitude,Control,sub32
26,attention,attention,Control,sub32
27,happiness,happiness,Control,sub32
28,love,love,Control,sub32
29,calming,calming,Control,sub32
30,sadness,sadness,Control,sub32
31,happiness,happiness,Control,sub32
32,attention,attention,Control,sub32
33,gratitude,gratitude,Control,sub32
34,love,love,Control,sub32
35,sadness,sadness,Control,sub32
36,calming,calming,Control,sub32
37,love,love,Control,sub32
38,calming,calming,Control,sub32
39,gratitude,gratitude,Control,sub32
40,sadness,sadness,Control,sub32
41,attention,attention,Control,sub32
42,happiness,happiness,Control,sub32
43,happiness,happiness,Control,sub32
44,love,love,Control,sub32
45,gratitude,gratitude,Control,sub32
46,calming,calming,Control,sub32
47,sadness,sadness,Control,sub32
48,attention,attention,Control,sub32
49,attention,attention,Control,sub32
50,calming,calming,Control,sub32
51,happiness,happiness,Control,sub32
52,love,love,Control,sub32
53,sadness,sadness,Control,sub32
54,gratitude,gratitude,Control,sub32
55,love,love,Control,sub32
56,sadness,sadness,Control,sub32
57,happiness,happiness,Control,sub32
58,attention,attention,Control,sub32
59,calming,calming,Control,sub32
60,gratitude,gratitude,Control,sub32
1,love,calming,Control,sub33
2,calming,sadness,Control,sub33
3,sadness,attention,Control,sub33
4,happiness,happiness,Control,sub33
5,attention,attention,Control,sub33
6,gratitude,gratitude,Control,sub33
7,attention,attention,Control,sub33
8,sadness,calming,Control,sub33
9,love,love,Control,sub33
10,happiness,happiness,Control,sub33
11,calming,sadness,Control,sub33
12,gratitude,gratitude,Control,sub33
13,calming,love,Control,sub33
14,gratitude,gratitude,Control,sub33
15,attention,attention,Control,sub33
16,love,love,Control,sub33
17,sadness,calming,Control,sub33
18,happiness,happiness,Control,sub33
19,happiness,happiness,Control,sub33
20,love,love,Control,sub33
21,calming,love,Control,sub33
22,attention,attention,Control,sub33
23,sadness,calming,Control,sub33
24,gratitude,attention,Control,sub33
25,calming,love,Control,sub33
26,love,love,Control,sub33
27,sadness,calming,Control,sub33
28,attention,attention,Control,sub33
29,gratitude,gratitude,Control,sub33
30,happiness,happiness,Control,sub33
31,gratitude,gratitude,Control,sub33
32,love,love,Control,sub33
33,sadness,calming,Control,sub33
34,happiness,happiness,Control,sub33
35,attention,attention,Control,sub33
36,calming,love,Control,sub33
37,calming,love,Control,sub33
38,sadness,calming,Control,sub33
39,attention,attention,Control,sub33
40,gratitude,gratitude,Control,sub33
41,love,love,Control,sub33
42,happiness,happiness,Control,sub33
43,gratitude,gratitude,Control,sub33
44,attention,attention,Control,sub33
45,calming,love,Control,sub33
46,sadness,calming,Control,sub33
47,love,love,Control,sub33
48,happiness,happiness,Control,sub33
49,happiness,happiness,Control,sub33
50,calming,calming,Control,sub33
51,sadness,calming,Control,sub33
52,gratitude,gratitude,Control,sub33
53,love,love,Control,sub33
54,attention,attention,Control,sub33
55,attention,attention,Control,sub33
56,gratitude,gratitude,Control,sub33
57,sadness,calming,Control,sub33
58,calming,calming,Control,sub33
59,happiness,happiness,Control,sub33
60,love,love,Control,sub33
1,calming,calming,Control,sub4
2,sadness,love,Control,sub4
3,love,love,Control,sub4
4,gratitude,attention,Control,sub4
5,happiness,happiness,Control,sub4
6,attention,attention,Control,sub4
7,attention,attention,Control,sub4
8,love,love,Control,sub4
9,calming,calming,Control,sub4
10,gratitude,attention,Control,sub4
11,sadness,calming,Control,sub4
12,happiness,other,Control,sub4
13,attention,attention,Control,sub4
14,calming,love,Control,sub4
15,sadness,calming,Control,sub4
16,love,love,Control,sub4
17,gratitude,attention,Control,sub4
18,happiness,happiness,Control,sub4
19,gratitude,attention,Control,sub4
20,sadness,calming,Control,sub4
21,calming,calming,Control,sub4
22,attention,attention,Control,sub4
23,love,love,Control,sub4
24,happiness,happiness,Control,sub4
25,gratitude,attention,Control,sub4
26,happiness,happiness,Control,sub4
27,love,love,Control,sub4
28,calming,love,Control,sub4
29,sadness,calming,Control,sub4
30,attention,attention,Control,sub4
31,sadness,calming,Control,sub4
32,calming,calming,Control,sub4
33,attention,attention,Control,sub4
34,happiness,happiness,Control,sub4
35,gratitude,other,Control,sub4
36,love,love,Control,sub4
37,attention,attention,Control,sub4
38,calming,love,Control,sub4
39,gratitude,attention,Control,sub4
40,sadness,calming,Control,sub4
41,love,love,Control,sub4
42,happiness,happiness,Control,sub4
43,gratitude,attention,Control,sub4
44,calming,calming,Control,sub4
45,sadness,calming,Control,sub4
46,love,love,Control,sub4
47,attention,attention,Control,sub4
48,happiness,happiness,Control,sub4
49,attention,attention,Control,sub4
50,gratitude,attention,Control,sub4
51,happiness,happiness,Control,sub4
52,calming,love,Control,sub4
53,sadness,calming,Control,sub4
54,love,love,Control,sub4
55,calming,love,Control,sub4
56,sadness,calming,Control,sub4
57,attention,attention,Control,sub4
58,happiness,happiness,Control,sub4
59,gratitude,attention,Control,sub4
60,love,love,Control,sub4
1,attention,attention,Control,sub5
2,gratitude,calming,Control,sub5
3,calming,love,Control,sub5
4,happiness,other,Control,sub5
5,sadness,love,Control,sub5
6,love,love,Control,sub5
7,sadness,sadness,Control,sub5
8,happiness,happiness,Control,sub5
9,calming,love,Control,sub5
10,attention,attention,Control,sub5
11,love,love,Control,sub5
12,gratitude,sadness,Control,sub5
13,happiness,love,Control,sub5
14,attention,attention,Control,sub5
15,calming,love,Control,sub5
16,love,love,Control,sub5
17,gratitude,sadness,Control,sub5
18,sadness,sadness,Control,sub5
19,gratitude,calming,Control,sub5
20,love,love,Control,sub5
21,calming,calming,Control,sub5
22,happiness,other,Control,sub5
23,attention,attention,Control,sub5
24,sadness,sadness,Control,sub5
25,attention,attention,Control,sub5
26,happiness,other,Control,sub5
27,sadness,sadness,Control,sub5
28,calming,love,Control,sub5
29,gratitude,sadness,Control,sub5
30,love,love,Control,sub5
31,calming,love,Control,sub5
32,love,love,Control,sub5
33,attention,attention,Control,sub5
34,gratitude,sadness,Control,sub5
35,happiness,other,Control,sub5
36,sadness,sadness,Control,sub5
37,attention,attention,Control,sub5
38,sadness,sadness,Control,sub5
39,happiness,other,Control,sub5
40,love,love,Control,sub5
41,calming,love,Control,sub5
42,gratitude,calming,Control,sub5
43,sadness,sadness,Control,sub5
44,gratitude,calming,Control,sub5
45,happiness,other,Control,sub5
46,calming,love,Control,sub5
47,attention,attention,Control,sub5
48,love,love,Control,sub5
49,sadness,sadness,Control,sub5
50,attention,attention,Control,sub5
51,calming,love,Control,sub5
52,happiness,other,Control,sub5
53,love,love,Control,sub5
54,gratitude,calming,Control,sub5
55,gratitude,calming,Control,sub5
56,love,love,Control,sub5
57,sadness,love,Control,sub5
58,calming,love,Control,sub5
59,attention,attention,Control,sub5
60,happiness,other,Control,sub5
1,attention,attention,Control,sub6
2,happiness,happiness,Control,sub6
3,gratitude,sadness,Control,sub6
4,calming,calming,Control,sub6
5,sadness,calming,Control,sub6
6,love,love,Control,sub6
7,happiness,happiness,Control,sub6
8,sadness,love,Control,sub6
9,love,calming,Control,sub6
10,attention,attention,Control,sub6
11,gratitude,gratitude,Control,sub6
12,calming,calming,Control,sub6
13,sadness,gratitude,Control,sub6
14,attention,attention,Control,sub6
15,love,calming,Control,sub6
16,happiness,happiness,Control,sub6
17,calming,calming,Control,sub6
18,gratitude,gratitude,Control,sub6
19,calming,calming,Control,sub6
20,sadness,love,Control,sub6
21,love,love,Control,sub6
22,gratitude,attention,Control,sub6
23,attention,attention,Control,sub6
24,happiness,other,Control,sub6
25,attention,attention,Control,sub6
26,love,love,Control,sub6
27,calming,calming,Control,sub6
28,happiness,happiness,Control,sub6
29,gratitude,calming,Control,sub6
30,sadness,gratitude,Control,sub6
31,attention,attention,Control,sub6
32,gratitude,calming,Control,sub6
33,calming,calming,Control,sub6
34,love,love,Control,sub6
35,sadness,love,Control,sub6
36,happiness,happiness,Control,sub6
37,calming,calming,Control,sub6
38,love,love,Control,sub6
39,happiness,gratitude,Control,sub6
40,gratitude,calming,Control,sub6
41,sadness,love,Control,sub6
42,attention,attention,Control,sub6
43,love,love,Control,sub6
44,happiness,happiness,Control,sub6
45,attention,attention,Control,sub6
46,sadness,sadness,Control,sub6
47,calming,calming,Control,sub6
48,gratitude,happiness,Control,sub6
49,attention,other,Control,sub6
50,gratitude,calming,Control,sub6
51,love,love,Control,sub6
52,calming,calming,Control,sub6
53,happiness,happiness,Control,sub6
54,sadness,gratitude,Control,sub6
55,gratitude,calming,Control,sub6
56,happiness,happiness,Control,sub6
57,sadness,sadness,Control,sub6
58,attention,attention,Control,sub6
59,love,love,Control,sub6
60,calming,calming,Control,sub6
1,attention,attention,Control,sub7
2,gratitude,calming,Control,sub7
3,sadness,calming,Control,sub7
4,happiness,happiness,Control,sub7
5,love,love,Control,sub7
6,calming,calming,Control,sub7
7,calming,love,Control,sub7
8,happiness,happiness,Control,sub7
9,sadness,gratitude,Control,sub7
10,love,love,Control,sub7
11,attention,attention,Control,sub7
12,gratitude,calming,Control,sub7
13,sadness,sadness,Control,sub7
14,gratitude,calming,Control,sub7
15,love,love,Control,sub7
16,calming,love,Control,sub7
17,attention,attention,Control,sub7
18,happiness,happiness,Control,sub7
19,gratitude,gratitude,Control,sub7
20,sadness,gratitude,Control,sub7
21,happiness,happiness,Control,sub7
22,love,love,Control,sub7
23,attention,attention,Control,sub7
24,calming,love,Control,sub7
25,attention,gratitude,Control,sub7
26,happiness,happiness,Control,sub7
27,calming,love,Control,sub7
28,gratitude,gratitude,Control,sub7
29,love,love,Control,sub7
30,sadness,calming,Control,sub7
31,calming,love,Control,sub7
32,sadness,calming,Control,sub7
33,gratitude,gratitude,Control,sub7
34,attention,attention,Control,sub7
35,happiness,happiness,Control,sub7
36,love,love,Control,sub7
37,gratitude,gratitude,Control,sub7
38,calming,love,Control,sub7
39,sadness,calming,Control,sub7
40,attention,attention,Control,sub7
41,happiness,happiness,Control,sub7
42,love,love,Control,sub7
43,attention,attention,Control,sub7
44,gratitude,gratitude,Control,sub7
45,calming,love,Control,sub7
46,love,love,Control,sub7
47,sadness,calming,Control,sub7
48,happiness,happiness,Control,sub7
49,sadness,calming,Control,sub7
50,gratitude,gratitude,Control,sub7
51,attention,attention,Control,sub7
52,love,love,Control,sub7
53,happiness,happiness,Control,sub7
54,calming,love,Control,sub7
55,gratitude,gratitude,Control,sub7
56,love,love,Control,sub7
57,calming,love,Control,sub7
58,sadness,calming,Control,sub7
59,happiness,happiness,Control,sub7
60,attention,attention,Control,sub7
1,sadness,attention,Control,sub8
2,love,calming,Control,sub8
3,calming,love,Control,sub8
4,happiness,attention,Control,sub8
5,attention,attention,Control,sub8
6,gratitude,gratitude,Control,sub8
7,sadness,love,Control,sub8
8,happiness,other,Control,sub8
9,calming,calming,Control,sub8
10,gratitude,gratitude,Control,sub8
11,attention,attention,Control,sub8
12,love,love,Control,sub8
13,love,love,Control,sub8
14,calming,calming,Control,sub8
15,sadness,calming,Control,sub8
16,happiness,other,Control,sub8
17,gratitude,happiness,Control,sub8
18,attention,attention,Control,sub8
19,sadness,calming,Control,sub8
20,happiness,other,Control,sub8
21,gratitude,happiness,Control,sub8
22,attention,attention,Control,sub8
23,calming,love,Control,sub8
24,love,calming,Control,sub8
25,love,calming,Control,sub8
26,happiness,other,Control,sub8
27,attention,attention,Control,sub8
28,sadness,gratitude,Control,sub8
29,calming,love,Control,sub8
30,gratitude,gratitude,Control,sub8
31,happiness,other,Control,sub8
32,calming,love,Control,sub8
33,gratitude,gratitude,Control,sub8
34,attention,attention,Control,sub8
35,sadness,gratitude,Control,sub8
36,love,calming,Control,sub8
37,calming,love,Control,sub8
38,happiness,other,Control,sub8
39,attention,attention,Control,sub8
40,love,love,Control,sub8
41,sadness,gratitude,Control,sub8
42,gratitude,happiness,Control,sub8
43,gratitude,happiness,Control,sub8
44,love,love,Control,sub8
45,attention,attention,Control,sub8
46,happiness,other,Control,sub8
47,calming,calming,Control,sub8
48,sadness,gratitude,Control,sub8
49,love,love,Control,sub8
50,attention,attention,Control,sub8
51,sadness,gratitude,Control,sub8
52,calming,love,Control,sub8
53,gratitude,happiness,Control,sub8
54,happiness,other,Control,sub8
55,love,love,Control,sub8
56,calming,calming,Control,sub8
57,sadness,gratitude,Control,sub8
58,attention,attention,Control,sub8
59,gratitude,happiness,Control,sub8
60,happiness,other,Control,sub8
1,love,love,Control,sub9
2,attention,attention,Control,sub9
3,calming,calming,Control,sub9
4,sadness,calming,Control,sub9
5,happiness,happiness,Control,sub9
6,gratitude,gratitude,Control,sub9
7,love,love,Control,sub9
8,attention,attention,Control,sub9
9,happiness,happiness,Control,sub9
10,sadness,calming,Control,sub9
11,gratitude,attention,Control,sub9
12,calming,calming,Control,sub9
13,calming,calming,Control,sub9
14,happiness,attention,Control,sub9
15,attention,attention,Control,sub9
16,love,love,Control,sub9
17,gratitude,gratitude,Control,sub9
18,sadness,sadness,Control,sub9
19,happiness,attention,Control,sub9
20,calming,calming,Control,sub9
21,gratitude,calming,Control,sub9
22,sadness,calming,Control,sub9
23,attention,attention,Control,sub9
24,love,love,Control,sub9
25,calming,calming,Control,sub9
26,sadness,sadness,Control,sub9
27,love,love,Control,sub9
28,attention,attention,Control,sub9
29,gratitude,calming,Control,sub9
30,happiness,happiness,Control,sub9
31,love,love,Control,sub9
32,happiness,happiness,Control,sub9
33,sadness,sadness,Control,sub9
34,gratitude,calming,Control,sub9
35,calming,calming,Control,sub9
36,attention,attention,Control,sub9
37,sadness,sadness,Control,sub9
38,love,love,Control,sub9
39,attention,attention,Control,sub9
40,gratitude,attention,Control,sub9
41,happiness,attention,Control,sub9
42,calming,calming,Control,sub9
43,love,love,Control,sub9
44,calming,calming,Control,sub9
45,sadness,sadness,Control,sub9
46,gratitude,gratitude,Control,sub9
47,happiness,attention,Control,sub9
48,attention,attention,Control,sub9
49,attention,attention,Control,sub9
50,sadness,calming,Control,sub9
51,love,happiness,Control,sub9
52,happiness,attention,Control,sub9
53,gratitude,gratitude,Control,sub9
54,calming,calming,Control,sub9
55,calming,calming,Control,sub9
56,attention,attention,Control,sub9
57,gratitude,gratitude,Control,sub9
58,love,love,Control,sub9
59,sadness,sadness,Control,sub9
60,happiness,attention,Control,sub9
1,attention,attention,Control,sub34
2,happiness,happiness,Control,sub34
3,sadness,calming,Control,sub34
4,calming,love,Control,sub34
5,love,love,Control,sub34
6,gratitude,gratitude,Control,sub34
7,attention,attention,Control,sub34
8,gratitude,calming,Control,sub34
9,happiness,happiness,Control,sub34
10,calming,calming,Control,sub34
11,love,love,Control,sub34
12,sadness,gratitude,Control,sub34
13,sadness,sadness,Control,sub34
14,attention,attention,Control,sub34
15,love,love,Control,sub34
16,calming,calming,Control,sub34
17,happiness,happiness,Control,sub34
18,gratitude,attention,Control,sub34
19,gratitude,gratitude,Control,sub34
20,calming,calming,Control,sub34
21,attention,attention,Control,sub34
22,happiness,happiness,Control,sub34
23,love,love,Control,sub34
24,sadness,sadness,Control,sub34
25,attention,attention,Control,sub34
26,happiness,happiness,Control,sub34
27,calming,calming,Control,sub34
28,sadness,sadness,Control,sub34
29,gratitude,gratitude,Control,sub34
30,love,love,Control,sub34
31,happiness,happiness,Control,sub34
32,gratitude,gratitude,Control,sub34
33,love,love,Control,sub34
34,attention,attention,Control,sub34
35,sadness,sadness,Control,sub34
36,calming,calming,Control,sub34
37,calming,calming,Control,sub34
38,sadness,sadness,Control,sub34
39,attention,attention,Control,sub34
40,happiness,happiness,Control,sub34
41,gratitude,gratitude,Control,sub34
42,love,love,Control,sub34
43,love,love,Control,sub34
44,sadness,sadness,Control,sub34
45,happiness,happiness,Control,sub34
46,attention,attention,Control,sub34
47,gratitude,gratitude,Control,sub34
48,calming,calming,Control,sub34
49,sadness,sadness,Control,sub34
50,gratitude,gratitude,Control,sub34
51,happiness,happiness,Control,sub34
52,calming,calming,Control,sub34
53,love,love,Control,sub34
54,attention,attention,Control,sub34
55,attention,attention,Control,sub34
56,calming,calming,Control,sub34
57,happiness,happiness,Control,sub34
58,gratitude,gratitude,Control,sub34
59,sadness,sadness,Control,sub34
60,love,love,Control,sub34
1,sadness,sadness,Control,sub35
2,love,calming,Control,sub35
3,attention,attention,Control,sub35
4,calming,love,Control,sub35
5,happiness,other,Control,sub35
6,gratitude,attention,Control,sub35
7,love,calming,Control,sub35
8,calming,love,Control,sub35
9,sadness,gratitude,Control,sub35
10,attention,attention,Control,sub35
11,gratitude,other,Control,sub35
12,happiness,happiness,Control,sub35
13,gratitude,calming,Control,sub35
14,attention,attention,Control,sub35
15,happiness,love,Control,sub35
16,love,calming,Control,sub35
17,sadness,sadness,Control,sub35
18,calming,calming,Control,sub35
19,calming,calming,Control,sub35
20,love,calming,Control,sub35
21,sadness,happiness,Control,sub35
22,attention,gratitude,Control,sub35
23,gratitude,attention,Control,sub35
24,happiness,happiness,Control,sub35
25,love,calming,Control,sub35
26,attention,attention,Control,sub35
27,gratitude,other,Control,sub35
28,calming,sadness,Control,sub35
29,happiness,happiness,Control,sub35
30,sadness,love,Control,sub35
31,love,love,Control,sub35
32,attention,attention,Control,sub35
33,happiness,happiness,Control,sub35
34,gratitude,attention,Control,sub35
35,sadness,gratitude,Control,sub35
36,calming,calming,Control,sub35
37,happiness,other,Control,sub35
38,gratitude,attention,Control,sub35
39,sadness,love,Control,sub35
40,attention,attention,Control,sub35
41,calming,calming,Control,sub35
42,love,happiness,Control,sub35
43,calming,calming,Control,sub35
44,happiness,happiness,Control,sub35
45,attention,attention,Control,sub35
46,gratitude,other,Control,sub35
47,sadness,sadness,Control,sub35
48,love,love,Control,sub35
49,happiness,happiness,Control,sub35
50,gratitude,other,Control,sub35
51,love,love,Control,sub35
52,calming,calming,Control,sub35
53,sadness,sadness,Control,sub35
54,attention,attention,Control,sub35
55,gratitude,happiness,Control,sub35
56,sadness,calming,Control,sub35
57,calming,calming,Control,sub35
58,happiness,happiness,Control,sub35
59,love,love,Control,sub35
60,attention,attention,Control,sub35
